id;code;accuracy;basePower;category;description;shortDescription;name;pp;priority;type
275;ingrain;1000;0;Status;The user has 1/16 of its maximum HP restored at the end of each turn, but it is prevented from switching out and other Pokemon cannot force the user to switch out. The user can still switch out if it uses Baton Pass, Parting Shot, U-turn, or Volt Switch. If the user leaves the field using Baton Pass, the replacement will remain trapped and still receive the healing effect. During the effect, the user can be hit normally by Ground-type attacks and be affected by Spikes, Toxic Spikes, and Sticky Web, even if the user is a Flying type or has the Ability Levitate.;User recovers 1/16 max HP per turn. Traps user.;Ingrain;20;0;Grass
276;superpower;100;120;Physical;Lowers the user's Attack and Defense by 1 stage.;Lowers the user's Attack and Defense by 1.;Superpower;5;0;Fighting
277;magiccoat;1000;0;Status;Until the end of the turn, the user is unaffected by certain non-damaging moves directed at it and will instead use such moves against the original user. Moves reflected in this way are unable to be reflected again by this or the Ability Magic Bounce's effect. Spikes, Stealth Rock, Sticky Web, and Toxic Spikes can only be reflected once per side, by the leftmost Pokemon under this or the Ability Magic Bounce's effect. If the user has the Ability Soundproof, this move's effect happens before a sound-based move can be nullified. The Abilities Lightning Rod and Storm Drain redirect their respective moves before this move takes effect.;Bounces back certain non-damaging moves.;Magic Coat;15;4;Psychic
278;recycle;1000;0;Status;The user regains the item it last used, if it is not holding an item. Fails if the user was not holding an item, if the item was a popped Air Balloon, if the item was picked up by a Pokemon with the Ability Pickup, or if the item was lost to Bug Bite, Covet, Incinerate, Knock Off, Pluck, or Thief. Items thrown with Fling can be regained.;Restores the item the user last used.;Recycle;10;0;Normal
279;revenge;100;60;Physical;Power doubles if the user was hit by the target this turn.;Power doubles if user is damaged by the target.;Revenge;10;-4;Fighting
280;brickbreak;100;75;Physical;If this attack does not miss, the effects of Reflect and Light Screen end for the target's side of the field before damage is calculated.;Destroys screens, unless the target is immune.;Brick Break;15;0;Fighting
281;yawn;1000;0;Status;Causes the target to fall asleep at the end of the next turn. If the target is still on the field and does not have a major status condition at that time, it falls asleep, and this effect cannot be prevented by Safeguard or a substitute. Fails if the target cannot fall asleep or if it already has a major status condition.;Puts the target to sleep after 1 turn.;Yawn;10;0;Normal
282;knockoff;100;65;Physical;If the target is holding an item that can be removed from it, ignoring the Ability Sticky Hold, this move's power is multiplied by 1.5. If the user has not fainted, the target loses its held item. This move cannot cause Pokemon with the Ability Sticky Hold to lose their held item, cause Pokemon that can Mega Evolve to lose the Mega Stone for their species, or cause a Kyogre, a Groudon, a Giratina, an Arceus, or a Genesect to lose their Blue Orb, Red Orb, Griseous Orb, Plate, or Drive, respectively. Items lost to this move cannot be regained with Recycle or the Ability Harvest.;1.5x damage if foe holds an item. Removes item.;Knock Off;20;0;Dark
283;endeavor;100;;Physical;Deals damage to the target equal to (target's current HP - user's current HP). The target is unaffected if its current HP is less than or equal to the user's current HP.;Lowers the target's HP to the user's HP.;Endeavor;5;0;Normal
284;eruption;100;;Special;Power is equal to (user's current HP * 150 / user's maximum HP), rounded down, but not less than 1.;Less power as user's HP decreases. Hits foe(s).;Eruption;5;0;Fire
285;skillswap;1000;0;Status;The user swaps its Ability with the target's Ability. Fails if either the user or the target's Ability is Illusion, Multitype, Stance Change, or Wonder Guard, but does not fail if both have the same Ability.;The user and the target trade Abilities.;Skill Swap;10;0;Psychic
286;imprison;1000;0;Status;The user prevents all of its foes from using any moves that the user also knows as long as the user remains active.;No foe can use any move known by the user.;Imprison;10;0;Psychic
287;refresh;1000;0;Status;The user cures its burn, poison, or paralysis.;Removes status from the user.;Refresh;20;0;Normal
288;grudge;1000;0;Status;Until the user's next turn, if a foe's attack knocks the user out, that foe loses all remaining PP for that attack.;If the user faints, the attack used loses all its PP.;Grudge;5;0;Ghost
289;snatch;1000;0;Status;"If another Pokemon uses one of the following moves this turn, the user steals that move to use itself. If multiple Pokemon use this move in the same turn, the applicable moves will be stolen in turn order; a move cannot be stolen multiple times. Aqua Ring, Aromatherapy, Autotomize, Belly Drum, Camouflage, Charge, Conversion, Cosmic Power, Cotton Guard, Heal Bell, Healing Wish, Imprison, Ingrain, Light Screen, Lucky Chant, Lunar Dance, Magnet Rise, Mist, Power Trick, Quick Guard, Recycle, Reflect, Refresh, Safeguard, Stockpile, Substitute, Swallow, Tailwind, Wide Guard, Wish, and any move that has a primary effect of raising the user's stats or healing the user.";User steals certain support moves to use itself.;Snatch;10;4;Dark
290;secretpower;100;70;Physical;Has a 30% chance to cause a secondary effect on the target based on the battle terrain. Causes paralysis on the regular Wi-Fi terrain, causes paralysis during Electric Terrain, lowers Special Attack by 1 stage during Misty Terrain, and causes sleep during Grassy Terrain. The secondary effect chance is not affected by the Ability Serene Grace.;Effect varies with terrain. (30% accuracy lower 1.);Secret Power;20;0;Normal
291;dive;100;80;Physical;This attack charges on the first turn and executes on the second. On the first turn, the user avoids all attacks other than Surf and Whirlpool but takes double damage from them, and is also unaffected by weather. If the user is holding a Power Herb, the move completes in one turn.;Dives underwater turn 1, strikes turn 2.;Dive;10;0;Water
292;armthrust;100;15;Physical;Hits two to five times. Has a 1/3 chance to hit two or three times, and a 1/6 chance to hit four or five times. If one of the hits breaks the target's substitute, it will take damage for the remaining hits. If the user has the Ability Skill Link, this move will always hit five times.;Hits 2-5 times in one turn.;Arm Thrust;20;0;Fighting
293;camouflage;1000;0;Status;The user's type changes based on the battle terrain. Normal type on the regular Wi-Fi terrain, Electric type during Electric Terrain, Fairy type during Misty Terrain, and Grass type during Grassy Terrain. Fails if the user's type cannot be changed or if the user is already purely that type.;Changes user's type by terrain (default Normal).;Camouflage;20;0;Normal
294;tailglow;1000;0;Status;Raises the user's Special Attack by 3 stages.;Raises the user's Sp. Atk by 3.;Tail Glow;20;0;Bug
295;lusterpurge;100;70;Special;Has a 50% chance to lower the target's Special Defense by 1 stage.;50% chance to lower the target's Sp. Def by 1.;Luster Purge;5;0;Psychic
296;mistball;100;70;Special;Has a 50% chance to lower the target's Special Attack by 1 stage.;50% chance to lower the target's Sp. Atk by 1.;Mist Ball;5;0;Psychic
297;featherdance;100;0;Status;Lowers the target's Attack by 2 stages.;Lowers the target's Attack by 2.;Feather Dance;15;0;Flying
298;teeterdance;100;0;Status;Causes the target to become confused.;Confuses adjacent Pokemon.;Teeter Dance;20;0;Normal
299;blazekick;90;85;Physical;Has a 10% chance to burn the target and a higher chance for a critical hit.;High critical hit ratio. 10% chance to burn.;Blaze Kick;10;0;Fire
300;mudsport;1000;0;Status;For 5 turns, all Electric-type attacks used by any active Pokemon have their power reduced to 0.33x. Fails if this move is already in effect.;For 5 turns, Electric-type attacks have 1/3 power.;Mud Sport;15;0;Ground
301;iceball;90;30;Physical;If this move is successful, the user is locked into this move and cannot make another move until it misses, 5 turns have passed, or the attack cannot be used. Power doubles with each successful hit of this move and doubles again if Defense Curl was used previously by the user. If this move is called by Sleep Talk, the move is used for one turn.;Power doubles with each hit. Repeats for 5 turns.;Ice Ball;20;0;Ice
302;needlearm;100;60;Physical;Has a 30% chance to flinch the target.;30% chance to flinch the target.;Needle Arm;15;0;Grass
303;slackoff;1000;0;Status;The user restores 1/2 of its maximum HP, rounded half up.;Heals the user by 50% of its max HP.;Slack Off;10;0;Normal
304;hypervoice;100;90;Special;No additional effect.;No additional effect. Hits adjacent foes.;Hyper Voice;10;0;Normal
305;poisonfang;100;50;Physical;Has a 50% chance to badly poison the target.;50% chance to badly poison the target.;Poison Fang;15;0;Poison
306;crushclaw;95;75;Physical;Has a 50% chance to lower the target's Defense by 1 stage.;50% chance to lower the target's Defense by 1.;Crush Claw;10;0;Normal
307;blastburn;90;150;Special; ;User cannot move next turn.;Blast Burn;5;0;Fire
308;hydrocannon;90;150;Special; ;User cannot move next turn.;Hydro Cannon;5;0;Water
309;meteormash;90;90;Physical;Has a 20% chance to raise the user's Attack by 1 stage.;20% chance to raise the user's Attack by 1.;Meteor Mash;10;0;Steel
310;astonish;100;30;Physical;Has a 30% chance to flinch the target.;30% chance to flinch the target.;Astonish;15;0;Ghost
311;weatherball;100;50;Special;"Power doubles during weather effects and this move's type changes to match; Ice type during Hail, Water type during Rain Dance, Rock type during Sandstorm, and Fire type during Sunny Day.";Power doubles and type varies in each weather.;Weather Ball;10;0;Normal
312;aromatherapy;1000;0;Status;Every Pokemon in the user's party is cured of its major status condition. Active Pokemon with the Ability Sap Sipper are not cured, unless they are the user.;Cures the user's party of all status conditions.;Aromatherapy;5;0;Grass
313;faketears;100;0;Status;Lowers the target's Special Defense by 2 stages.;Lowers the target's Sp. Def by 2.;Fake Tears;20;0;Dark
314;aircutter;95;60;Special;Has a higher chance for a critical hit.;High critical hit ratio. Hits adjacent foes.;Air Cutter;25;0;Flying
315;overheat;90;130;Special;Lowers the user's Special Attack by 2 stages.;Lowers the user's Sp. Atk by 2.;Overheat;5;0;Fire
316;odorsleuth;1000;0;Status;Causes the target to have its positive evasiveness stat stage ignored while it is active. Normal- and Fighting-type attacks can hit the target if it is a Ghost type. The effect ends when the target is no longer active. Fails if the target is already affected, or affected by Foresight or Miracle Eye.;Fighting, Normal hit Ghost. Evasiveness ignored.;Odor Sleuth;40;0;Normal
317;rocktomb;95;60;Physical;Has a 100% chance to lower the target's Speed by 1 stage.;100% chance to lower the target's Speed by 1.;Rock Tomb;15;0;Rock
318;silverwind;100;60;Special;Has a 10% chance to raise the user's Attack, Defense, Special Attack, Special Defense, and Speed by 1 stage.;10% chance to raise all stats by 1 (not acc/eva).;Silver Wind;5;0;Bug
319;metalsound;85;0;Status;Lowers the target's Special Defense by 2 stages.;Lowers the target's Sp. Def by 2.;Metal Sound;40;0;Steel
320;grasswhistle;55;0;Status;Causes the target to fall asleep.;Puts the target to sleep.;Grass Whistle;15;0;Grass
321;tickle;100;0;Status;Lowers the target's Attack and Defense by 1 stage.;Lowers the target's Attack and Defense by 1.;Tickle;20;0;Normal
322;cosmicpower;1000;0;Status;Raises the user's Defense and Special Defense by 1 stage.;Raises the user's Defense and Sp. Def by 1.;Cosmic Power;20;0;Psychic
323;waterspout;100;150;Special;Power is equal to (user's current HP * 150 / user's maximum HP), rounded down, but not less than 1.;Less power as user's HP decreases. Hits foe(s).;Water Spout;5;0;Water
324;signalbeam;100;75;Special;Has a 10% chance to confuse the target.;10% chance to confuse the target.;Signal Beam;15;0;Bug
325;shadowpunch;1000;60;Physical;This move does not check accuracy.;This move does not check accuracy.;Shadow Punch;20;0;Ghost
326;extrasensory;100;80;Special;Has a 10% chance to flinch the target.;10% chance to flinch the target.;Extrasensory;20;0;Psychic
327;skyuppercut;90;85;Physical;This move can hit a target using Bounce, Fly, or Sky Drop.;Can hit Pokemon using Bounce, Fly, or Sky Drop.;Sky Uppercut;15;0;Fighting
328;sandtomb;85;35;Physical;"Prevents the target from switching for four or five turns; seven turns if the user is holding Grip Claw. Causes damage to the target equal to 1/8 of its maximum HP (1/6 if the user is holding Binding Band), rounded down, at the end of each turn during effect. The target can still switch out if it is holding Shed Shell or uses Baton Pass, Parting Shot, U-turn, or Volt Switch. The effect ends if either the user or the target leaves the field, or if the target uses Rapid Spin or Substitute. This effect is not stackable or reset by using this or another partial-trapping move.";Traps and damages the target for 4-5 turns.;Sand Tomb;15;0;Ground
329;sheercold;30;0;Special;Deals damage to the target equal to the target's maximum HP. Ignores accuracy and evasiveness modifiers. This attack's accuracy is equal to (user's level - target's level + 30)%, and fails if the target is at a higher level. Pokemon with the Ability Sturdy are immune.;OHKOs the target. Fails if user is a lower level.;Sheer Cold;5;0;Ice
330;muddywater;85;90;Special;Has a 30% chance to lower the target's accuracy by 1 stage.;30% chance to lower the foe(s) accuracy by 1.;Muddy Water;10;0;Water
331;bulletseed;100;25;Physical;Hits two to five times. Has a 1/3 chance to hit two or three times, and a 1/6 chance to hit four or five times. If one of the hits breaks the target's substitute, it will take damage for the remaining hits. If the user has the Ability Skill Link, this move will always hit five times.;Hits 2-5 times in one turn.;Bullet Seed;30;0;Grass
332;aerialace;1000;60;Physical;This move does not check accuracy.;This move does not check accuracy.;Aerial Ace;20;0;Flying
333;iciclespear;100;25;Physical;Hits two to five times. Has a 1/3 chance to hit two or three times, and a 1/6 chance to hit four or five times. If one of the hits breaks the target's substitute, it will take damage for the remaining hits. If the user has the Ability Skill Link, this move will always hit five times.;Hits 2-5 times in one turn.;Icicle Spear;30;0;Ice
334;irondefense;1000;0;Status;Raises the user's Defense by 2 stages.;Raises the user's Defense by 2.;Iron Defense;15;0;Steel
335;block;1000;0;Status;Prevents the target from switching out. The target can still switch out if it is holding Shed Shell or uses Baton Pass, Parting Shot, U-turn, or Volt Switch. If the target leaves the field using Baton Pass, the replacement will remain trapped. The effect ends if the user leaves the field.;The target cannot switch out.;Block;5;0;Normal
336;howl;1000;0;Status;Raises the user's Attack by 1 stage.;Raises the user's Attack by 1.;Howl;40;0;Normal
337;dragonclaw;100;80;Physical;No additional effect.;No additional effect.;Dragon Claw;15;0;Dragon
338;frenzyplant;90;150;Special; ;User cannot move next turn.;Frenzy Plant;5;0;Grass
339;bulkup;1000;0;Status;Raises the user's Attack and Defense by 1 stage.;Raises the user's Attack and Defense by 1.;Bulk Up;20;0;Fighting
340;bounce;85;85;Physical;Has a 30% chance to paralyze the target. This attack charges on the first turn and executes on the second. On the first turn, the user avoids all attacks other than Gust, Hurricane, Sky Uppercut, Smack Down, Thousand Arrows, Thunder, and Twister. If the user is holding a Power Herb, the move completes in one turn.;Bounces turn 1. Hits turn 2. 30% paralyze.;Bounce;5;0;Flying
341;mudshot;95;55;Special;Has a 100% chance to lower the target's Speed by 1 stage.;100% chance to lower the target's Speed by 1.;Mud Shot;15;0;Ground
342;poisontail;100;50;Physical;Has a 10% chance to poison the target and a higher chance for a critical hit.;High critical hit ratio. 10% chance to poison.;Poison Tail;25;0;Poison
343;covet;100;60;Physical;If this attack was successful and the user has not fainted, it steals the target's held item if the user is not holding one. The target's item is not stolen if it is a Mail, or if the target is a Kyogre holding a Blue Orb, a Groudon holding a Red Orb, a Giratina holding a Griseous Orb, an Arceus holding a Plate, a Genesect holding a Drive, or a Pokemon that can Mega Evolve holding the Mega Stone for its species. Items lost to this move cannot be regained with Recycle or the Ability Harvest.;If the user has no item, it steals the target's.;Covet;25;0;Normal
344;volttackle;100;120;Physical;Has a 10% chance to paralyze the target. If the target lost HP, the user takes recoil damage equal to 33% the HP lost by the target, rounded half up, but not less than 1 HP.;Has 33% recoil. 10% chance to paralyze target.;Volt Tackle;15;0;Electric
345;magicalleaf;1000;60;Special;This move does not check accuracy.;This move does not check accuracy.;Magical Leaf;20;0;Grass
346;watersport;1000;0;Status;For 5 turns, all Fire-type attacks used by any active Pokemon have their power reduced to 0.33x. Fails if this move is already in effect.;For 5 turns, Fire-type attacks have 1/3 power.;Water Sport;15;0;Water
347;calmmind;1000;0;Status;Raises the user's Special Attack and Special Defense by 1 stage.;Raises the user's Sp. Atk and Sp. Def by 1.;Calm Mind;20;0;Psychic
348;leafblade;100;90;Physical;Has a higher chance for a critical hit.;High critical hit ratio.;Leaf Blade;15;0;Grass
349;dragondance;1000;0;Status;Raises the user's Attack and Speed by 1 stage.;Raises the user's Attack and Speed by 1.;Dragon Dance;20;0;Dragon
350;rockblast;90;25;Physical;Hits two to five times. Has a 1/3 chance to hit two or three times, and a 1/6 chance to hit four or five times. If one of the hits breaks the target's substitute, it will take damage for the remaining hits. If the user has the Ability Skill Link, this move will always hit five times.;Hits 2-5 times in one turn.;Rock Blast;10;0;Rock
351;shockwave;1000;60;Special;This move does not check accuracy.;This move does not check accuracy.;Shock Wave;20;0;Electric
352;waterpulse;100;60;Special;Has a 10% chance to confuse the target.;20% chance to confuse the target.;Water Pulse;20;0;Water
353;doomdesire;100;140;Special;Deals damage two turns after this move is used. At the end of that turn, the damage is calculated at that time and dealt to the Pokemon at the position the target had when the move was used. If the user is no longer active at the time, damage is calculated based on the user's natural Special Attack stat, types, and level, with no boosts from its held item or Ability. Fails if this move or Future Sight is already in effect for the target's position.;Hits two turns after being used.;Doom Desire;5;0;Steel
354;psychoboost;90;140;Special;Lowers the user's Special Attack by 2 stages.;Lowers the user's Sp. Atk by 2.;Psycho Boost;5;0;Psychic
355;roost;1000;0;Status;The user restores 1/2 of its maximum HP, rounded half up. Until the end of the turn, Flying-type users lose their Flying type and pure Flying-type users become Normal type. Does nothing if the user's HP is full.;Heals 50% HP. Flying-type removed 'til turn ends.;Roost;10;0;Flying
356;gravity;1000;0;Status;For 5 turns, the evasiveness of all active Pokemon is multiplied by 0.6. At the time of use, Bounce, Fly, Magnet Rise, Sky Drop, and Telekinesis end immediately for all active Pokemon. During the effect, Bounce, Fly, Flying Press, High Jump Kick, Jump Kick, Magnet Rise, Sky Drop, Splash, and Telekinesis are prevented from being used by all active Pokemon. Ground-type attacks, Spikes, Toxic Spikes, Sticky Web, and the Ability Arena Trap can affect Flying types or Pokemon with the Ability Levitate. Fails if this move is already in effect.;For 5 turns, negates all Ground immunities.;Gravity;5;0;Psychic
357;miracleeye;1000;0;Status;Causes the target to have its positive evasiveness stat stage ignored while it is active. Psychic-type attacks can hit the target if it is a Dark type. The effect ends when the target is no longer active. Fails if the target is already affected, or affected by Foresight or Odor Sleuth.;Psychic hits Dark. Evasiveness ignored.;Miracle Eye;40;0;Psychic
358;wakeupslap;100;70;Physical;Power doubles if the target is asleep. If the user has not fainted, the target wakes up.;Power doubles if target is asleep, and wakes it.;Wake-Up Slap;10;0;Fighting
359;hammerarm;90;100;Physical;Lowers the user's Speed by 1 stage.;Lowers the user's Speed by 1.;Hammer Arm;10;0;Fighting
360;gyroball;100;0;Physical;Power is equal to (25 * target's current Speed / user's current Speed), rounded down, + 1, but not more than 150.;More power the slower the user than the target.;Gyro Ball;5;0;Steel
361;healingwish;1000;0;Status;The user faints and the Pokemon brought out to replace it has its HP fully restored along with having any major status condition cured. Fails if the user is the last unfainted Pokemon in its party.;User faints. Replacement is fully healed.;Healing Wish;10;0;Psychic
362;brine;100;65;Special;Power doubles if the target has less than or equal to half of its maximum HP remaining.;Power doubles if the target's HP is 50% or less.;Brine;10;0;Water
363;naturalgift;100;;Physical;The type and power of this move depend on the user's held Berry, and the Berry is lost. Fails if the user is not holding a Berry, if the user has the Ability Klutz, or if Embargo or Magic Room is in effect for the user.;Power and type depends on the user's Berry.;Natural Gift;15;0;Normal
364;feint;100;30;Physical;If this move is successful, it breaks through the target's Detect, King's Shield, Protect, or Spiky Shield for this turn, allowing other Pokemon to attack the target normally. If the target's side is protected by Crafty Shield, Mat Block, Quick Guard, or Wide Guard, that protection is also broken for this turn and other Pokemon may attack the target's side normally.;Nullifies Detect, Protect, and Quick/Wide Guard.;Feint;10;2;Normal
365;pluck;100;60;Physical;If this move is successful and the user has not fainted, it steals the target's held Berry if it is holding one and eats it immediately. Items lost to this move cannot be regained with Recycle or the Ability Harvest.;User steals and eats the target's Berry.;Pluck;20;0;Flying
366;tailwind;1000;0;Status;For 4 turns, the user and its party members have their Speed doubled. Fails if this move is already in effect for the user's side.;For 4 turns, allies' Speed is doubled.;Tailwind;15;0;Flying
367;acupressure;1000;0;Status;Raises a random stat by 2 stages as long as the stat is not already at stage 6. The user can choose to use this move on itself or an adjacent ally. Fails if no stat stage can be raised or if used on an ally with a substitute.;Raises a random stat of the user or an ally by 2.;Acupressure;30;0;Normal
368;metalburst;100;0;Physical;Deals damage to the last foe to hit the user with an attack this turn equal to 1.5 times the HP lost by the user from that attack. If the user did not lose HP from the attack, this move deals damage with a Base Power of 1 instead. If that foe's position is no longer in use, the damage is done to a random foe in range. Only the last hit of a multi-hit attack is counted. Fails if the user was not hit by a foe's attack this turn.;If hit by an attack, returns 1.5x damage.;Metal Burst;10;0;Steel
369;uturn;100;70;Physical;If this move is successful and the user has not fainted, the user switches out even if it is trapped and is replaced immediately by a selected party member. The user does not switch out if there are no unfainted party members, or if the target switched out using an Eject Button.;User switches out after damaging the target.;U-turn;20;0;Bug
370;closecombat;100;120;Physical;Lowers the user's Defense and Special Defense by 1 stage.;Lowers the user's Defense and Sp. Def by 1.;Close Combat;5;0;Fighting
371;payback;100;50;Physical;"Power doubles if the target moves before the user; power is not doubled if the target switches out.";Power doubles if the user moves after the target.;Payback;10;0;Dark
372;assurance;100;;Physical;Power doubles if the target has already taken damage this turn, other than direct damage from Belly Drum, confusion, Curse, or Pain Split.;Power doubles if target was damaged this turn.;Assurance;10;0;Dark
373;embargo;100;0;Status;For 5 turns, the target's held item has no effect. An item's effect of causing forme changes is unaffected, but any other effects from such items are negated. During the effect, Fling and Natural Gift are prevented from being used by the target. Items thrown at the target with Fling will still activate for it. If the target uses Baton Pass, the replacement will remain unable to use items.;For 5 turns, the target can't use any items.;Embargo;15;0;Dark
374;fling;100;0;Physical;The power of this move is based on the user's held item. The held item is lost and it activates for the target if applicable. If there is no target or the target avoids this move by protecting itself, the user's held item is still lost. The user can regain a thrown item with Recycle or the Ability Harvest. Fails if the user has no held item, if the held item cannot be thrown, if the user is under the effect of Embargo or Magic Room, or if the user has the Ability Klutz.;Flings the user's item at the target. Power varies.;Fling;10;0;Dark
375;psychoshift;100;0;Status;The user's major status condition is transferred to the target, and the user is then cured. Fails if the target already has a major status condition.;Transfers the user's status ailment to the target.;Psycho Shift;10;0;Psychic
376;trumpcard;1000;0;Special;This move does not check accuracy. The power of this move is based on the amount of PP remaining after normal PP reduction and the Ability Pressure resolve. 200 power for 0 PP, 80 power for 1 PP, 60 power for 2 PP, 50 power for 3 PP, and 40 power for 4 or more PP.;More power the fewer PP this move has left.;Trump Card;5;0;Normal
377;healblock;100;0;Status;For 5 turns, the target is prevented from restoring any HP as long as it remains active. During the effect, healing and draining moves are unusable, and Abilities and items that grant healing will not heal the user. If an affected Pokemon uses Baton Pass, the replacement will remain unable to restore its HP. Pain Split and the Ability Regenerator are unaffected.;For 5 turns, the foe(s) is prevented from healing.;Heal Block;15;0;Psychic
378;wringout;100;0;Special;Power is equal to 120 * (target's current HP / target's maximum HP), rounded half down, but not less than 1.;More power the more HP the target has left.;Wring Out;5;0;Normal
379;powertrick;1000;0;Status;"The user swaps its Attack and Defense stats; stat stage changes remain on their respective stats. This move can be used again to swap the stats back. If the user uses Baton Pass, the replacement will have its Attack and Defense stats swapped if the effect is active. If the user has its stats recalculated by changing forme while its stats are swapped, this effect is ignored but is still active for the purposes of Baton Pass.";Switches user's Attack and Defense stats.;Power Trick;10;0;Psychic
380;gastroacid;100;0;Status;Causes the target's Ability to be rendered ineffective as long as it remains active. If the target uses Baton Pass, the replacement will remain under this effect. Fails if the target's Ability is Multitype or Stance Change.;Nullifies the target's Ability.;Gastro Acid;10;0;Poison
381;luckychant;1000;0;Status;For 5 turns, the user and its party members cannot be struck by a critical hit. Fails if this move is already in effect for the user's side.;For 5 turns, shields user's party from critical hits.;Lucky Chant;30;0;Normal
382;mefirst;1000;0;Status;The user uses the move the target chose for use this turn against it, if possible, with its power multiplied by 1.5. The move must be a damaging move other than Chatter, Counter, Covet, Focus Punch, Me First, Metal Burst, Mirror Coat, Thief, or Struggle. Fails if the target moves before the user. Ignores the target's substitute for the purpose of copying the move.;Copies a foe at 1.5x power. User must be faster.;Me First;20;0;Normal
383;copycat;1000;0;Status;The user uses the last move used by any Pokemon, including itself. Fails if no move has been used, or if the last move used was Assist, Belch, Bestow, Chatter, Circle Throw, Copycat, Counter, Covet, Destiny Bond, Detect, Dragon Tail, Endure, Feint, Focus Punch, Follow Me, Helping Hand, Hold Hands, King's Shield, Mat Block, Me First, Metronome, Mimic, Mirror Coat, Mirror Move, Nature Power, Protect, Rage Powder, Roar, Sketch, Sleep Talk, Snatch, Spiky Shield, Struggle, Switcheroo, Thief, Transform, Trick, or Whirlwind.;Uses the last move used in the battle.;Copycat;20;0;Normal
384;powerswap;1000;0;Status;The user swaps its Attack and Special Attack stat stage changes with the target.;Swaps Attack and Sp. Atk stat stages with target.;Power Swap;10;0;Psychic
385;guardswap;1000;0;Status;The user swaps its Defense and Special Defense stat stage changes with the target.;Swaps Defense and Sp. Def changes with target.;Guard Swap;10;0;Psychic
386;punishment;100;0;Physical;Power is equal to 60+(X*20), where X is the target's total stat stage changes that are greater than 0, but not more than 200 power.;60 power +20 for each of the target's stat boosts.;Punishment;5;0;Dark
387;lastresort;100;140;Physical;This move fails unless the user knows this move and at least one other move, and has used all the other moves it knows at least once each since it became active or Transformed.;Fails unless each known move has been used.;Last Resort;5;0;Normal
388;worryseed;100;0;Status;Causes the target's Ability to become Insomnia. Fails if the target's Ability is Insomnia, Multitype, Stance Change, or Truant.;The target's Ability becomes Insomnia.;Worry Seed;10;0;Grass
389;suckerpunch;100;80;Physical;Fails if the target did not select a physical attack, special attack, or Me First for use this turn, or if the target moves before the user.;Usually goes first. Fails if target is not attacking.;Sucker Punch;5;1;Dark
390;toxicspikes;1000;0;Status;Sets up a hazard on the foe's side of the field, poisoning each foe that switches in, unless it is a Flying-type Pokemon or has the Ability Levitate. Can be used up to two times before failing. Foes become poisoned with one layer and badly poisoned with two layers. Can be removed from the foe's side if any foe uses Rapid Spin or Defog, is hit by Defog, or a grounded Poison-type Pokemon switches in. Safeguard prevents the foe's party from being poisoned on switch-in, but a substitute does not.;Poisons grounded foes on switch-in. Max 2 layers.;Toxic Spikes;20;0;Poison
391;heartswap;1000;0;Status;The user swaps all its stat stage changes with the target.;Swaps all stat changes with target.;Heart Swap;10;0;Psychic
392;aquaring;1000;0;Status;The user has 1/16 of its maximum HP, rounded down, restored at the end of each turn while it remains active. If the user uses Baton Pass, the replacement will receive the healing effect.;User recovers 1/16 max HP per turn.;Aqua Ring;20;0;Water
393;magnetrise;1000;0;Status;For 5 turns, the user is immune to Ground-type attacks and the effects of Spikes, Toxic Spikes, Sticky Web, and the Ability Arena Trap as long as it remains active. If the user uses Baton Pass, the replacement will gain the effect. Ingrain, Smack Down, Thousand Arrows, and Iron Ball override this move if the user is under any of their effects. Fails if the user is already under this effect or the effects of Ingrain, Smack Down, or Thousand Arrows.;For 5 turns, the user is immune to Ground moves.;Magnet Rise;10;0;Electric
394;flareblitz;100;120;Physical;Has a 10% chance to burn the target. If the target lost HP, the user takes recoil damage equal to 33% the HP lost by the target, rounded half up, but not less than 1 HP.;Has 33% recoil. 10% chance to burn. Thaws user.;Flare Blitz;15;0;Fire
395;forcepalm;100;60;Physical;Has a 30% chance to paralyze the target.;30% chance to paralyze the target.;Force Palm;10;0;Fighting
396;aurasphere;1000;80;Special;This move does not check accuracy.;This move does not check accuracy.;Aura Sphere;20;0;Fighting
397;rockpolish;1000;0;Status;Raises the user's Speed by 2 stages.;Raises the user's Speed by 2.;Rock Polish;20;0;Rock
398;poisonjab;100;80;Physical;Has a 30% chance to poison the target.;30% chance to poison the target.;Poison Jab;20;0;Poison
399;darkpulse;100;80;Special;Has a 20% chance to flinch the target.;20% chance to flinch the target.;Dark Pulse;15;0;Dark
400;nightslash;100;70;Physical;Has a higher chance for a critical hit.;High critical hit ratio.;Night Slash;15;0;Dark
401;aquatail;90;90;Physical;No additional effect.;No additional effect.;Aqua Tail;10;0;Water
402;seedbomb;100;80;Physical;No additional effect.;No additional effect.;Seed Bomb;15;0;Grass
403;airslash;95;75;Special;Has a 30% chance to flinch the target.;30% chance to flinch the target.;Air Slash;15;0;Flying
404;xscissor;100;80;Physical;No additional effect.;No additional effect.;X-Scissor;15;0;Bug
405;bugbuzz;100;90;Special;Has a 10% chance to lower the target's Special Defense by 1 stage.;10% chance to lower the target's Sp. Def. by 1.;Bug Buzz;10;0;Bug
406;dragonpulse;100;85;Special;No additional effect.;No additional effect.;Dragon Pulse;10;0;Dragon
407;dragonrush;75;100;Physical;Has a 20% chance to flinch the target. Damage doubles and no accuracy check is done if the target has used Minimize while active.;20% chance to flinch the target.;Dragon Rush;10;0;Dragon
408;powergem;100;80;Special;No additional effect.;No additional effect.;Power Gem;20;0;Rock
